Account ID,Account Age,Total Accrued
7096A,16,2089
7097A,18,2295
7098A,18,2378
7099A,18,3462
7100A,10,229
7101A,16,2345
7102A,12,452
7103A,20,3111
7104A,19,4117
7105A,14,1255
7106A,17,2587
7107A,20,3820
7108A,13,1758
7109A,13,1058
7110A,19,3710
7111A,17,2913
7112A,15,1737
7113A,18,1946
7114A,20,3868
7115A,16,1356
7116A,19,1660
7117A,18,2249
7118A,14,1650
7119A,13,1776
7120A,15,2075
7121A,18,3505
7122A,11,1061
7123A,19,3480
7124A,18,1975
7125A,15,1803
7126A,11,1249
7127A,10,593
7128A,10,334
7129A,12,1417
7130A,19,1983
7131A,13,1401
7132A,11,943
7133A,10,785
7134A,10,867
7135A,10,972
7136A,10,624
7137A,10,879
7138A,15,2002
7139A,12,976
7140A,15,1596
7141A,14,1637
7142A,19,2482
7143A,15,2402
7144A,12,563
7145A,19,2601
7146A,17,1578
7147A,19,3677
7148A,10,676
7149A,19,1882
7150A,10,715
7151A,17,2981
7152A,23,3440
7153A,16,2700
7154A,28,7837
7155A,19,2924
7156A,11,630
7157A,12,651
7158A,24,5727
7159A,33,10515
7160A,18,2186
7161A,32,11045
7162A,30,8495
7163A,17,2597
7164A,28,10713
7165A,18,2476
7166A,24,5511
7167A,17,1405
7168A,16,1225
7169A,14,1851
7170A,24,6280
7171A,21,3966
7172A,23,4724
7173A,18,2650
7174A,35,13388
7175A,14,2053
7176A,34,16050
7177A,27,5834
7178A,23,4614
7179A,33,16365
7180A,21,4919
7181A,30,8701
7182A,10,989
7183A,35,13164
7184A,14,2056
7185A,32,13963
7186A,11,852
7187A,16,1723
7188A,20,4634
7189A,24,7197
7190A,25,7907
7191A,19,2617
7192A,22,5914
7193A,17,2381
7194A,12,1363
7195A,17,1157
7196A,31,12244
7197A,13,1047
7198A,22,5627
7199A,18,3324
7200A,23,5262
7201A,16,1853
7202A,20,4714
7203A,13,534
7204A,13,1393
7205A,50,52113
7206A,37,15384
7207A,43,31996
7208A,36,19422
7209A,28,7069
7210A,50,50920
7211A,45,37320
7212A,22,4331
7213A,25,5686
7214A,20,2630
7215A,18,3473
7216A,19,2814
7217A,19,3778
7218A,50,42191
7219A,42,25773
7220A,25,5920
7221A,40,26689
7222A,31,9525
7223A,26,6716
7224A,27,5979
7225A,15,1352
7226A,28,8821
7227A,40,21944
7228A,28,7602
7229A,35,13703
7230A,40,26168
7231A,41,26164
7232A,25,7715
7233A,38,24299
7234A,10,466
7235A,14,1778
7236A,21,3260
7237A,24,6306
7238A,48,46368
7239A,28,6875
7240A,15,1533
7241A,33,11502
7242A,18,2067
7243A,29,10747
7244A,28,10696
7245A,14,1720
7246A,30,12052
7247A,45,40017
7248A,46,31704
7249A,14,781
7250A,34,15837
7251A,22,3063
7252A,14,1526
7253A,37,19874
7254A,43,24895
7255A,28,7307
7256A,46,36460
7257A,16,1391
7258A,33,16306
7259A,30,8140
7260A,41,24339
7261A,37,15348
7262A,33,10560
7263A,30,8236
7264A,37,18914
7265A,18,1436
7266A,48,35880
7267A,11,631
7268A,38,23095
7269A,36,15821
7270A,20,2714
7271A,24,4632
7272A,13,1069
7273A,46,42529
7274A,39,26713
7275A,28,6899
7276A,14,1329
7277A,23,5165
7278A,17,2616
7279A,36,16481
7280A,36,21084
7281A,44,34239
7282A,18,3342
7283A,27,8434
7284A,14,1622
7285A,44,32228
7286A,40,25593
7287A,47,38048
7288A,27,5810
7289A,44,34079
7290A,14,1893
7291A,12,1412
7292A,31,8523
7293A,18,3606
7294A,25,5457
7295A,21,4228
7296A,29,9933
7297A,23,3704
7298A,39,18755
7299A,28,6647
7300A,21,2536
7301A,40,22449
7302A,31,10281
7303A,27,6474
7304A,46,42808
7305A,14,1553
7306A,28,9428
7307A,49,50292
7308A,46,37575
7309A,37,23071
7310A,23,3171
7311A,38,24010
7312A,15,2100
7313A,40,22314
7314A,20,4005
7315A,33,11296
7316A,19,2820
7317A,36,18497
7318A,28,6335
7319A,32,14238
7320A,19,4235
7321A,42,27854
7322A,30,13247
7323A,14,1166
7324A,35,19372
7325A,37,21907
7326A,32,12908
7327A,10,751
7328A,11,443
7329A,41,28594
7330A,38,19110
7331A,31,12481
7332A,19,4040
7333A,36,21009
7334A,46,34738
7335A,33,13881
7336A,31,9549
7337A,21,5281
7338A,33,13068
7339A,12,1503
7340A,32,14560
7341A,29,9458
7342A,31,8449
7343A,10,990
7344A,16,1494
7345A,31,9701
7346A,13,1429
7347A,27,9943
7348A,29,9643
7349A,45,35646
7350A,45,31482
7351A,42,24893
7352A,13,1754
7353A,10,734
7354A,46,37932
7355A,45,31998
7356A,18,3262
7357A,28,8591
7358A,31,11427
7359A,17,1700
7360A,35,13444
7361A,44,37727
7362A,34,14796
7363A,19,3003
7364A,45,38277
7365A,48,36466
7366A,37,16299
7367A,17,1803
7368A,31,9431
7369A,13,723
7370A,29,9289
7371A,50,44421
7372A,13,823
7373A,20,4384
7374A,40,21505
7375A,50,41932
7376A,28,6771
7377A,38,22649
7378A,12,1296
7379A,19,2231
7380A,11,736
7381A,45,34324
7382A,30,8765
7383A,22,3262
7384A,19,4052
7385A,30,11933
7386A,14,1759
7387A,30,8187
7388A,31,14163
7389A,18,1885
7390A,34,16859
7391A,24,5493
7392A,30,10236
7393A,45,33744
7394A,32,12875
7395A,47,43123
7396A,37,17918
7397A,10,578
7398A,25,5482
7399A,30,8671
7400A,46,33020
7401A,23,5322
7402A,36,18474
7403A,37,17016
7404A,30,10243
7405A,50,46777
7406A,21,4270
7407A,35,18710
7408A,40,21894
7409A,48,46329
7410A,21,4449
7411A,17,2169
7412A,14,1872
7413A,21,2930
7414A,27,6638
7415A,20,3018
7416A,25,4192
7417A,29,11926
7418A,30,11134
7419A,32,13507
7420A,44,29664
7421A,25,5211
7422A,41,21170
7423A,27,5566
7424A,18,2548
7425A,15,2052
7426A,19,3738
7427A,16,2701
7428A,10,363
7429A,17,3106
7430A,14,882
7431A,20,4623
7432A,20,4227
7433A,13,758
7434A,15,967
7435A,11,727
7436A,18,3084
7437A,16,1289
7438A,17,2981
7439A,10,208
7440A,15,2197
7441A,16,2835
7442A,16,2830
7443A,20,3025
7444A,18,2505
7445A,11,534
7446A,12,502
7447A,19,2788
7448A,14,1807
7449A,20,2878
7450A,19,3009
7451A,13,1393
7452A,13,1084
7453A,15,2066
7454A,18,1621
7455A,11,293
7456A,13,1663
7457A,13,843
7458A,11,1206
7459A,13,685
7460A,13,983
7461A,15,1262
7462A,11,327
7463A,19,4134
7464A,11,281
7465A,12,834
7466A,14,783
7467A,17,1865
7468A,16,1146
7469A,13,498
7470A,16,1459
7471A,10,856
7472A,10,700
7473A,19,3284
7474A,15,1284
7475A,10,443
7476A,10,732
7477A,16,1827
7478A,18,1394
7479A,15,1728
7480A,16,1470
7481A,19,3442
7482A,12,439
7483A,12,1145
7484A,19,1902
7485A,16,1327
7486A,10,384
7487A,14,1261
7488A,17,3175
7489A,20,4113
7490A,10,450
7491A,20,3159
7492A,23,4553
7493A,10,1043
7494A,30,9950
7495A,17,1389
7496A,19,2933
7497A,27,8201
7498A,23,5234
7499A,32,14332
7500A,28,10018
7501A,15,1922
7502A,29,7752
7503A,12,362
7504A,13,1709
7505A,27,9743
7506A,34,14982
7507A,13,487
7508A,25,4473
7509A,32,12335
7510A,17,3079
7511A,25,4883
7512A,10,404
7513A,35,14251
7514A,15,1460
7515A,18,2265
7516A,15,2294
7517A,30,8497
7518A,17,1333
7519A,32,15488
7520A,11,953
7521A,31,14079
7522A,10,210
7523A,32,14383
7524A,23,4416
7525A,23,5484
7526A,15,826
7527A,10,486
7528A,16,2163
7529A,31,14029
7530A,28,8862
7531A,13,1587
7532A,19,1801
7533A,20,2672
7534A,31,8435
7535A,14,721
7536A,16,954
7537A,22,4026
7538A,20,4159
7539A,24,5046
7540A,29,8561
7541A,14,1442
7542A,12,1120
7543A,25,6710
7544A,11,574
7545A,28,6908
7546A,15,1279
7547A,26,7001
7548A,26,8215
7549A,20,4751
7550A,31,8762
7551A,13,1262
7552A,11,272
7553A,17,1703
7554A,29,7450
7555A,13,799
7556A,27,6130
7557A,14,1807
7558A,35,13421
7559A,26,5855
7560A,27,9097
7561A,13,1595
7562A,22,3838
7563A,31,10317
7564A,18,2663
7565A,25,7945
7566A,17,1936
7567A,33,13729
7568A,15,795
7569A,11,846
7570A,27,9112
7571A,27,9678
7572A,23,5826
7573A,31,9336
7574A,27,5927
7575A,24,6411
7576A,34,11810
7577A,33,13102
7578A,34,13672
7579A,25,6047
7580A,11,396
7581A,25,5366
7582A,13,937
7583A,16,1446
7584A,29,11461
7585A,14,1391
7586A,21,4773
7587A,18,2128
7588A,33,15004
7589A,22,4308
7590A,14,1370
7591A,11,1150
7592A,14,1187
7593A,24,6751
7594A,36,18177
7595A,19,3064
7596A,40,22637
7597A,25,6365
7598A,26,5955
7599A,14,1478
7600A,17,1677
7601A,36,18901
7602A,34,18102
7603A,20,3489
7604A,16,2239
7605A,30,11265
7606A,22,4055
7607A,26,7129
7608A,29,8414
7609A,17,1461
7610A,40,19340
7611A,22,5523
7612A,33,15901
7613A,31,13703
7614A,40,20236
7615A,13,1189
7616A,23,4707
7617A,13,1115
7618A,14,1161
7619A,20,3971
7620A,25,7710
7621A,31,8392
7622A,17,2769
7623A,35,14038
7624A,13,584
7625A,31,14293
7626A,18,2379
7627A,24,7050
7628A,12,600
7629A,12,792
7630A,22,3857
7631A,16,949
7632A,42,25364
7633A,24,4226
7634A,49,43252
7635A,16,1283
7636A,33,14918
7637A,28,10568
7638A,37,22257
7639A,10,197
7640A,48,37255
7641A,24,5899
7642A,46,42387
7643A,27,6368
7644A,23,4901
7645A,31,9068
7646A,22,4675
7647A,45,31159
7648A,37,16804
7649A,50,48736
7650A,27,8362
7651A,29,12055
7652A,16,2603
7653A,21,3882
7654A,14,1199
7655A,36,21375
7656A,38,24826
7657A,11,1042
7658A,31,13131
7659A,13,1154
7660A,34,16163
7661A,19,3430
7662A,30,12393
7663A,28,9231
7664A,29,6895
7665A,29,10001
7666A,26,6150
7667A,13,1081
7668A,36,18834
7669A,26,9005
7670A,32,12052
7671A,18,2608
7672A,19,2007
7673A,33,14331
7674A,47,34214
7675A,39,24918
7676A,39,23496
7677A,49,48933
7678A,48,40904
7679A,25,4377
7680A,16,1418
7681A,25,6525
7682A,29,11849
7683A,13,755
7684A,41,24189
7685A,22,4828
7686A,47,45554
7687A,39,19619
7688A,32,13483
7689A,29,10145
7690A,35,15220
7691A,20,1959
7692A,42,25019
7693A,46,35793
7694A,42,32530
7695A,29,6887
7696A,50,43325
7697A,50,42152
7698A,26,4819
7699A,37,17503
7700A,37,22881
7701A,32,14160
7702A,46,38437
7703A,37,20568
7704A,27,7678
7705A,15,1301
7706A,12,1242
7707A,22,5746
7708A,48,44957
7709A,19,3593
7710A,41,27128
7711A,29,8860
7712A,33,11851
7713A,46,32607
7714A,42,26225
7715A,45,36040
7716A,22,4030
7717A,41,23180
7718A,46,35223
7719A,16,2762
7720A,45,34040
7721A,13,1284
7722A,40,27929
7723A,42,22880
7724A,11,707
7725A,37,22177
7726A,39,25147
7727A,42,24751
7728A,10,280
7729A,48,37307
7730A,10,281
7731A,34,16091
7732A,47,40490
7733A,50,50144
7734A,17,2957
7735A,28,10459
7736A,50,43576
7737A,36,20595
7738A,47,43497
7739A,35,19556
7740A,15,1653
7741A,25,5612
7742A,29,10962
7743A,32,14289
7744A,31,12640
7745A,32,13521
7746A,21,4567
7747A,19,2433
7748A,44,26508
7749A,12,1426
7750A,26,7955
7751A,27,9622
7752A,19,3263
7753A,34,11544
7754A,16,1416
7755A,36,21155
7756A,37,16485
7757A,14,1057
7758A,49,48612
7759A,49,40008
7760A,13,1793
7761A,11,343
7762A,16,2041
7763A,50,42019
7764A,37,18324
7765A,30,9365
7766A,24,5127
7767A,37,15150
7768A,35,14412
7769A,29,12030
7770A,33,16858
7771A,49,47931
7772A,25,4234
7773A,34,14435
7774A,30,9264
7775A,42,29571
7776A,29,7604
7777A,24,6266
7778A,13,561
7779A,45,37181
7780A,26,8710
7781A,27,9433
7782A,42,31253
7783A,36,14166
7784A,31,10349
7785A,37,16522
7786A,10,725
7787A,21,4036
7788A,50,50607
7789A,18,2934
7790A,26,7346
7791A,17,2671
7792A,31,9362
7793A,12,1405
7794A,26,5032
7795A,43,30467
7796A,15,1008
7797A,45,29123
7798A,43,32590
7799A,48,37125
7800A,25,6826
7801A,17,2514
7802A,33,15003
7803A,43,29099
7804A,36,20071
7805A,40,26165
7806A,46,36561
7807A,39,18205
7808A,35,14659
7809A,31,13146
7810A,28,8455
7811A,50,48845
7812A,43,34333
7813A,19,2549
7814A,19,1858
7815A,15,1442
7816A,46,30698
7817A,23,6572
7818A,26,7733
7819A,13,1404
7820A,15,2297
7821A,39,19268
7822A,12,817
7823A,37,14934
7824A,26,5500
7825A,21,4971
7826A,48,35751
7827A,27,9128
7828A,23,5718
7829A,18,3065
7830A,23,5314
7831A,34,11556
7832A,27,8621
7833A,47,42817
7834A,40,25107
7835A,23,6515
7836A,38,16521
7837A,35,16832
7838A,23,5497
7839A,33,11301
7840A,43,24835
7841A,47,34020
7842A,37,18621
7843A,43,28189
7844A,40,19410
7845A,32,12154
7846A,40,27263
7847A,40,24062
7848A,33,12816
7849A,27,7472
7850A,16,2306
7851A,43,34146
7852A,48,38970
7853A,35,12551
7854A,20,1988
7855A,20,2535
7856A,13,1749
7857A,19,2024
7858A,14,1730
7859A,18,2186
7860A,20,2703
7861A,15,1238
7862A,19,2081
7863A,13,1787
7864A,10,285
7865A,18,3512
7866A,11,741
7867A,17,2850
7868A,20,3907
7869A,15,1969
7870A,20,3149
7871A,16,1039
7872A,15,2090
7873A,16,2805
7874A,10,947
7875A,20,4350
7876A,15,1738
7877A,14,1670
7878A,20,3018
7879A,12,592
7880A,19,3431
7881A,20,4078
7882A,18,3249
7883A,20,1952
7884A,20,2897
7885A,15,797
7886A,10,259
7887A,15,1106
7888A,15,2316
7889A,11,767
7890A,20,3636
7891A,19,4013
7892A,14,1159
7893A,10,639
7894A,14,869
7895A,14,1125
7896A,15,1065
7897A,13,1473
7898A,20,3265
7899A,16,2254
7900A,15,2051
7901A,13,1421
7902A,11,1000
7903A,16,1596
7904A,14,1447
7905A,20,3999
7906A,17,2066
7907A,18,1621
7908A,19,2802
7909A,11,1020
7910A,12,600
7911A,19,2487
7912A,19,3745
7913A,16,1760
7914A,14,2014
7915A,11,1224
7916A,11,825
7917A,11,554
7918A,20,2466
7919A,18,1913
7920A,13,699
7921A,14,1982
7922A,32,10545
7923A,22,3203
7924A,21,2899
7925A,23,5405
7926A,19,2036
7927A,14,991
7928A,33,16571
7929A,29,11964
7930A,22,3439
7931A,22,3115
7932A,33,12357
7933A,25,7521
7934A,29,7178
7935A,18,3237
7936A,33,11252
7937A,23,3729
7938A,21,3828
7939A,35,19083
7940A,14,801
7941A,16,946
7942A,17,1459
7943A,19,2252
7944A,29,8976
7945A,31,10443
7946A,27,6390
7947A,25,5397
7948A,13,1350
7949A,19,3772
7950A,19,1692
7951A,34,14828
7952A,32,14004
7953A,33,11794
7954A,32,12948
7955A,34,13748
7956A,21,4296
7957A,31,13826
7958A,28,8468
7959A,21,3121
7960A,15,1148
7961A,29,10761
7962A,32,9981
7963A,13,680
7964A,11,984
7965A,11,764
7966A,28,9512
7967A,30,13103
7968A,20,2678
7969A,32,11795
7970A,34,14517
7971A,28,7572
7972A,16,2817
7973A,12,716
7974A,19,2928
7975A,33,14075
7976A,17,1520
7977A,31,9581
7978A,22,2902
7979A,23,6645
7980A,28,9489
7981A,14,916
7982A,17,2353
7983A,19,3939
7984A,12,999
7985A,16,2631
7986A,26,5748
7987A,15,2382
7988A,35,16314
7989A,18,2221
7990A,22,4948
7991A,34,18430
7992A,12,394
7993A,19,2920
7994A,13,854
7995A,35,19723
7996A,15,2068
7997A,30,8347
7998A,10,687
7999A,27,10058
8000A,26,7616
8001A,23,4219
8002A,17,2827
8003A,18,2935
8004A,11,531
8005A,33,14102
8006A,34,12521
8007A,13,1586
8008A,34,17354
8009A,19,2319
8010A,15,1095
8011A,20,4290
8012A,11,486
8013A,29,8444
8014A,21,2987
8015A,23,5261
8016A,18,3169
8017A,16,1843
8018A,35,15892
8019A,29,8633
8020A,11,910
8021A,11,730
8022A,22,3978
8023A,26,8152
8024A,33,13424
8025A,33,13358
8026A,13,1694
8027A,27,7789
8028A,38,23639
8029A,14,1734
8030A,34,17068
8031A,38,16962
8032A,19,2602
8033A,39,21204
8034A,14,1028
8035A,24,6915
8036A,36,17123
8037A,36,17013
8038A,34,17894
8039A,30,8251
8040A,32,12092
8041A,27,9853
8042A,21,5291
8043A,29,8712
8044A,25,6151
8045A,35,19274
8046A,38,24867
8047A,40,27032
8048A,32,14366
8049A,37,18916
8050A,28,7492
8051A,17,2252
8052A,27,5706
8053A,23,5755
8054A,39,24106
8055A,39,21080
8056A,10,193
8057A,27,7361
8058A,18,2041
8059A,36,16098
8060A,33,10663
8061A,21,3742
8062A,46,37538
8063A,47,36021
8064A,19,3711
8065A,21,3021
8066A,31,9187
8067A,37,16949
8068A,48,37943
8069A,35,19435
8070A,41,25044
8071A,29,10859
8072A,13,1056
8073A,14,1466
8074A,34,14260
8075A,37,18693
8076A,26,7160
8077A,19,2285
8078A,19,3075
8079A,25,5387
8080A,35,16677
8081A,44,36299
8082A,12,1386
8083A,49,45670
8084A,38,18688
8085A,32,11724
8086A,16,1267
8087A,45,34649
8088A,10,733
8089A,16,1667
8090A,35,19950
8091A,41,30010
8092A,27,7559
8093A,10,528
8094A,14,1197
8095A,50,54331
8096A,10,944
8097A,28,7857
8098A,40,20742
8099A,38,18040
8100A,36,19354
8101A,40,20786
8102A,42,27258
8103A,26,8681
8104A,49,50005
8105A,38,24292
8106A,31,11218
8107A,36,20159
8108A,17,2122
8109A,21,5003
8110A,14,1453
8111A,13,720
8112A,10,703
8113A,11,1067
8114A,36,17325
8115A,10,659
8116A,28,6556
8117A,27,5421
8118A,30,8152
8119A,30,11706
8120A,20,1988
8121A,18,1601
8122A,39,18633
8123A,27,8526
8124A,29,7554
8125A,21,2746
8126A,46,34325
8127A,43,34259
8128A,15,1255
8129A,44,35157
8130A,23,6154
8131A,48,45722
8132A,19,3564
8133A,50,53157
8134A,37,15381
8135A,26,5602
8136A,27,8137
8137A,33,16616
8138A,41,22055
8139A,37,22081
8140A,13,971
8141A,16,1236
8142A,28,9472
8143A,28,8370
8144A,39,19851
8145A,45,31364
8146A,24,6055
8147A,48,48081
8148A,42,25277
8149A,39,20671
8150A,48,43658
8151A,10,891
8152A,32,13210
8153A,11,1128
8154A,26,5794
8155A,40,23395
8156A,25,5880
8157A,25,6326
8158A,24,7145
8159A,46,34736
8160A,41,26363
8161A,32,12817
8162A,47,41127
8163A,45,33741
8164A,42,30698
8165A,44,30145
8166A,16,2341
8167A,14,1511
8168A,45,31223
8169A,38,19875
8170A,40,23872
8171A,20,2523
8172A,20,4177
8173A,21,2345
8174A,22,5402
8175A,25,7338
8176A,21,4438
8177A,38,22041
8178A,38,20373
8179A,50,48298
8180A,26,5077
8181A,43,30660
8182A,36,20345
8183A,43,31360
8184A,39,25795
8185A,49,39100
8186A,46,41679
8187A,39,18201
8188A,23,6543
8189A,12,607
8190A,12,1114
8191A,41,21879
8192A,38,17613
8193A,42,29656
8194A,15,854
8195A,26,7272
8196A,14,938
8197A,43,30902
8198A,36,17742
8199A,15,2079
8200A,36,17996
8201A,25,6535
8202A,36,14175
8203A,38,20000
8204A,26,7303
8205A,42,28247
8206A,33,11422
8207A,32,15484
8208A,38,19261
8209A,20,3739
8210A,38,22045
8211A,34,17540
8212A,37,15730
8213A,29,9101
8214A,12,359
8215A,11,926
8216A,40,23025
8217A,42,23140
8218A,34,14098
8219A,44,28569
8220A,16,2707
8221A,48,40211
8222A,15,2266
8223A,35,12715
8224A,17,2904
8225A,25,6280
8226A,34,16987
8227A,24,4712
8228A,35,16949
8229A,48,42218
8230A,22,3299
8231A,29,11792
8232A,20,3372
8233A,33,15938
8234A,22,5660
8235A,32,13473
8236A,50,44961
8237A,46,38298
8238A,15,1700
8239A,48,46122
8240A,31,12996
8241A,11,815
8242A,39,24183
8243A,42,32435
8244A,34,17228
8245A,14,1563
8246A,38,22511
8247A,48,45095
8248A,29,6754
8249A,20,3035
8250A,49,39859
8251A,32,15007
8252A,22,3467
8253A,48,39774
8254A,46,31389
8255A,34,16913
8256A,11,857
8257A,12,1109
8258A,38,24195
8259A,41,30828
8260A,23,5226
8261A,15,1292
8262A,42,27010
8263A,10,583
8264A,49,43386
8265A,21,3301
8266A,12,1041
8267A,49,41416
8268A,47,36397
8269A,21,4509
8270A,37,18161
8271A,17,2639
8272A,38,24773
8273A,37,17062
8274A,26,4820
8275A,30,12967
8276A,35,13590
8277A,18,2459
8278A,16,2852
8279A,23,5619
8280A,38,16972
8281A,19,4034
8282A,30,12462
8283A,32,10970
8284A,17,2465
8285A,16,1461
8286A,10,969
8287A,12,722
8288A,12,1483
8289A,10,486
8290A,16,2846
8291A,14,664
8292A,17,1725
8293A,16,1134
8294A,12,1418
8295A,18,2586
8296A,20,2313
8297A,20,3835
8298A,18,2905
8299A,11,793
8300A,15,1858
8301A,16,1631
8302A,15,2405
8303A,10,328
8304A,14,1381
8305A,14,1648
8306A,16,1342
8307A,11,1177
8308A,16,1737
8309A,19,3111
8310A,19,3037
8311A,20,4651
8312A,19,2908
8313A,13,756
8314A,16,2047
8315A,14,818
8316A,15,2112
8317A,17,2894
8318A,13,1226
8319A,18,3022
8320A,12,467
8321A,11,632
8322A,20,2924
8323A,10,609
8324A,14,1033
8325A,13,1404
8326A,12,1040
8327A,16,2322
8328A,10,341
8329A,10,655
8330A,17,2211
8331A,17,1649
8332A,14,1676
8333A,16,2761
8334A,16,1970
8335A,17,2539
8336A,10,777
8337A,13,1210
8338A,13,505
8339A,17,1696
8340A,18,2717
8341A,19,3103
8342A,11,1044
8343A,18,1949
8344A,12,1427
8345A,13,850
8346A,16,2699
8347A,16,2342
8348A,14,1546
8349A,14,1720
8350A,16,2324
8351A,17,2582
8352A,17,3161
8353A,22,4490
8354A,18,1536
8355A,35,17135
8356A,27,9765
8357A,14,873
8358A,25,7113
8359A,10,910
8360A,28,10654
8361A,10,562
8362A,16,2326
8363A,12,839
8364A,27,9969
8365A,12,700
8366A,21,3981
8367A,16,1223
8368A,11,912
8369A,15,2442
8370A,21,4498
8371A,28,8914
8372A,24,4778
8373A,24,6266
8374A,13,599
8375A,27,6552
8376A,23,6589
8377A,20,2535
8378A,18,1817
8379A,21,3071
8380A,11,561
8381A,31,11926
8382A,29,11044
8383A,14,1157
8384A,12,821
8385A,30,10032
8386A,17,1743
8387A,22,4982
8388A,24,5012
8389A,31,12043
8390A,18,1584
8391A,21,3559
8392A,10,790
8393A,20,2518
8394A,12,545
8395A,11,1190
8396A,15,1337
8397A,29,8651
8398A,34,16275
8399A,13,1584
8400A,10,679
8401A,19,2063
8402A,44,26904
8403A,10,362
8404A,24,4699
8405A,44,31759
8406A,27,10034
8407A,33,12318
8408A,50,44167
8409A,34,17007
8410A,28,8881
8411A,49,46298
8412A,23,4779
8413A,28,7900
8414A,26,5122
8415A,18,3547
8416A,11,749
8417A,40,19911
8418A,14,967
8419A,11,798
8420A,28,9833
8421A,38,21805
8422A,30,8357
8423A,44,30722
8424A,25,4234
8425A,31,13088
8426A,12,489
8427A,50,42327
8428A,16,1397
8429A,40,27656
8430A,20,2399
8431A,30,11556
8432A,24,6895
8433A,24,3684
8434A,16,1966
8435A,31,13831
8436A,42,25075
8437A,43,28412
8438A,24,4183
8439A,10,965
8440A,19,3548
8441A,21,3109
8442A,13,817
8443A,37,15859
8444A,13,978
8445A,27,6351
8446A,12,1500
8447A,24,4056
8448A,30,10193
8449A,26,6622
8450A,16,1932
8451A,46,33907
8452A,33,13115
8453A,34,12513
8454A,20,2495
8455A,31,13213
8456A,35,17912
8457A,24,6801
8458A,44,31745
8459A,20,3718
8460A,35,18633
8461A,24,7393
8462A,46,39706
8463A,31,10114
8464A,20,2485
8465A,25,7897
8466A,43,31167
8467A,37,19305
8468A,22,2962
8469A,12,832
8470A,33,15275
8471A,28,8712
8472A,17,2449
8473A,35,19154
8474A,43,31402
8475A,43,35089
8476A,13,604
